,OID_,X,Site_ID,Date,Latitude,Longitude,Parameter,WQ_Value,Units,Method_Description,B2,B3,B4,B5,B6,B7,SCL,NDCI,TwoBDA,MCI,ThreeBDA,NDCI_alt,TwoBDA_alt,MCI_alt,ThreeBDA_a,areasqkm,huc2,region
246,1096,10260,NWIS_422305000000000,6/21/2021,42.3846892,-121.9286044,Chl,157,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",311,633,288,837,527,529,6,0.488,2.90625,673.28,-526.9977225,-0.374592834,0.454976303,-198.12,-837.0018924,436625.32,18,California Region
247,1099,10290,NWIS_422444000000000,5/28/2019,42.40711057,-121.9642088,Chl,31.5,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",491,552,438,456,274,263,6,0.020134228,1.04109589,-67.28,-273.9999099,-0.115151515,0.793478261,-183.12,-456.0004715,436625.32,18,California Region
248,1106,10307,NWIS_422444000000000,9/30/2019,42.40711057,-121.9642088,Chl,40.4,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",1068,1214,1121,1257,1131,1142,6,0.057190917,1.12132025,141.2,-1130.999903,-0.039828694,0.92339374,-62.04,-1257.000068,436625.32,18,California Region
249,1114,10331,NWIS_422444000000000,5/24/2021,42.40711057,-121.9642088,Chl,14.4,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",466,546,383,321,95,86,6,-0.088068182,0.838120104,-211.76,-95.0005043,-0.175457481,0.701465201,-325,-321.0007795,436625.32,18,California Region
250,1122,10345,NWIS_422444000000000,8/30/2021,42.40711057,-121.9642088,Chl,143,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",687,946,525,1177,1070,1087,6,0.383078731,2.241904762,935.4,-1069.998945,-0.286199864,0.554968288,-254.68,-1177.000848,436625.32,18,California Region
251,1126,10401,NWIS_422622000000000,5/28/2019,42.43916489,-122.0122388,Chl,31.8,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",299,367,255,282,118,121,6,0.05027933,1.105882353,-44.24,-117.9996245,-0.180064309,0.694822888,-173.2,-282.0011968,436625.32,18,California Region
252,1127,10403,NWIS_422622000000000,6/4/2019,42.43916489,-122.0122388,Chl,5.5,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",228,301,210,178,55,62,6,-0.082474227,0.847619048,-112.6,-55.00085607,-0.178082192,0.697674419,-179.56,-178.0014396,436625.32,18,California Region
253,1129,10411,NWIS_422622000000000,7/2/2019,42.43916489,-122.0122388,Chl,142,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",208,545,220,943,767,746,6,0.6216681,4.286363636,1007.44,-766.996515,-0.424836601,0.403669725,-38.44,-943.0027106,436625.32,18,California Region
254,1137,10431,NWIS_422622000000000,9/10/2019,42.43916489,-122.0122388,Chl,55.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",394,646,328,756,482,444,6,0.394833948,2.304878049,508.08,-481.998274,-0.326488706,0.507739938,-238.8,-756.0015008,436625.32,18,California Region
255,1142,10443,NWIS_422622000000000,6/8/2020,42.43916489,-122.0122388,Chl,21.1,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",576,681,526,600,496,529,6,0.065719361,1.140684411,58.4,-495.9997655,-0.128417564,0.772393539,-213.32,-600.0004327,436625.32,18,California Region
256,1146,10459,NWIS_422622000000000,5/24/2021,42.43916489,-122.0122388,Chl,14,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",398,481,324,306,116,102,6,-0.028571429,0.944444444,-126.16,-116.0001816,-0.195031056,0.673596674,-283,-306.0010074,436625.32,18,California Region
257,1151,10468,NWIS_422622000000000,8/2/2021,42.43916489,-122.0122388,Chl,122,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",596,767,485,609,431,393,6,0.113345521,1.255670103,95.92,-430.9995802,-0.225239617,0.632333768,-395.76,-609.0007581,436625.32,18,California Region
258,1153,10472,NWIS_422622000000000,8/30/2021,42.43916489,-122.0122388,Chl,39.1,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",658,839,512,813,574,523,6,0.227169811,1.587890625,333.24,-573.9992769,-0.242042931,0.610250298,-345.72,-813.0007612,436625.32,18,California Region
259,1156,10522,NWIS_422719000000000,5/28/2019,42.45524844,-121.9549039,Chl,21.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",360,406,333,357,224,209,6,0.034782609,1.072072072,-32.68,-223.9997981,-0.098782138,0.820197044,-108.28,-357.0005399,436625.32,18,California Region
260,1159,10524,NWIS_422719000000000,6/4/2019,42.45524844,-121.9549039,Chl,7.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",233,302,204,181,61,63,6,-0.05974026,0.887254902,-97.36,-61.0006229,-0.193675889,0.675496689,-185.12,-181.0015907,436625.32,18,California Region
261,1172,10562,NWIS_422719000000000,5/27/2020,42.45524844,-121.9549039,Chl,11.2,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",494,667,502,489,266,247,6,-0.013118063,0.974103586,-135.72,-266.000053,-0.141146279,0.752623688,-293.16,-489.0004928,436625.32,18,California Region
262,1177,10568,NWIS_422719000000000,7/6/2020,42.45524844,-121.9549039,Chl,65.2,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",255,434,259,352,177,169,6,0.152209493,1.359073359,50.36,-176.9989799,-0.252525253,0.596774194,-234.04,-352.0015569,436625.32,18,California Region
263,1180,10580,NWIS_422719000000000,5/24/2021,42.45524844,-121.9549039,Chl,9.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",360,432,308,274,86,76,6,-0.058419244,0.88961039,-149.44,-86.00040288,-0.167567568,0.712962963,-237.76,-274.0009319,436625.32,18,California Region
264,1182,10584,NWIS_422719000000000,6/21/2021,42.45524844,-121.9549039,Chl,106,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",924,1193,967,1155,825,800,6,0.088595664,1.194415719,114.16,-824.9998317,-0.10462963,0.810561609,-253.36,-1155.000196,436625.32,18,California Region
265,1187,10592,NWIS_422719000000000,8/17/2021,42.45524844,-121.9549039,Chl,15.9,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",888,882,720,740,593,561,6,0.01369863,1.027777778,-46.04,-592.9999625,-0.101123596,0.816326531,-264.24,-740.0002551,436625.32,18,California Region
266,1190,10594,NWIS_422719000000000,8/30/2021,42.45524844,-121.9549039,Chl,90.3,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",709,876,554,822,560,529,6,0.194767442,1.483754513,271.12,-559.9994115,-0.225174825,0.632420091,-360.88,-822.0006635,436625.32,18,California Region
267,1192,10596,NWIS_422719000000000,9/14/2021,42.45524844,-121.9549039,Chl,101,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",201,376,203,290,74,59,6,0.176470588,1.428571429,19.92,-73.99852217,-0.298791019,0.539893617,-234.92,-290.0022665,436625.32,18,California Region
268,1196,10618,NWIS_423124000000000,5/28/2019,42.52344136,-121.9854062,Chl,11.8,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",196,193,138,147,79,78,6,0.031578947,1.065217391,-21.68,-78.99955634,-0.166163142,0.715025907,-88.12,-147.002065,436625.32,18,California Region
269,1201,10626,NWIS_423124000000000,7/22/2019,42.52344136,-121.9854062,Chl,17.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",477,648,472,668,446,431,6,0.171929825,1.415254237,182.48,-445.9993784,-0.157142857,0.728395062,-161.6,-668.0005754,436625.32,18,California Region
270,1203,10635,NWIS_423124000000000,9/30/2019,42.52344136,-121.9854062,Chl,9.3,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",461,430,310,318,209,203,6,0.012738854,1.025806452,-44.52,-208.9999188,-0.162162162,0.720930233,-200.64,-318.0009002,436625.32,18,California Region
271,1209,10647,NWIS_423124000000000,7/6/2020,42.52344136,-121.9854062,Chl,97.2,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",137,311,185,304,192,168,6,0.243353783,1.643243243,122.64,-191.9978841,-0.254032258,0.594855305,-131.04,-304.00219,436625.32,18,California Region
272,1211,10657,NWIS_423124000000000,5/24/2021,42.52344136,-121.9854062,Chl,6.3,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",59,33,18,8,1,1,6,-0.384615385,0.444444444,-18.84,-1.069444444,-0.294117647,0.545454545,-33,-8.025252525,436625.32,18,California Region
273,1213,10660,NWIS_423124000000000,6/21/2021,42.52344136,-121.9854062,Chl,51.6,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",549,716,541,653,513,501,6,0.093802345,1.20702403,97.44,-512.999683,-0.139220366,0.755586592,-220.36,-653.0004518,436625.32,18,California Region
274,1218,10670,NWIS_423124000000000,8/30/2021,42.52344136,-121.9854062,Chl,31.8,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",794,782,598,609,449,421,6,0.009113505,1.018394649,-66.48,-448.9999698,-0.133333333,0.764705882,-308.56,-609.0003935,436625.32,18,California Region
275,1226,10722,NWIS_423246000000000,10/7/2020,42.5461291,-88.2995367,Chl,8.45,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",112,128,66,62,31,46,6,-0.03125,0.939393939,-22.2,-31.00097752,-0.319587629,0.515625,-109.52,-62.00733902,491924.54,7,Upper Mississippi Region
276,1262,10802,NWIS_423526000000000,5/20/2020,42.59057109,-88.6337134,Chl,9.14,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",398,354,200,176,99,116,6,-0.063829787,0.88,-76.52,-99.00068182,-0.277978339,0.564971751,-282.16,-176.0021751,491924.54,7,Upper Mississippi Region
277,1264,10805,NWIS_423526000000000,7/22/2020,42.59057109,-88.6337134,Chl,16,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",405,435,266,269,187,188,6,0.005607477,1.011278195,-38.08,-186.9999581,-0.241084165,0.611494253,-288.52,-269.0014605,491924.54,7,Upper Mississippi Region
278,1265,10807,NWIS_423526000000000,8/11/2020,42.59057109,-88.6337134,Chl,7.01,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",156,214,73,66,31,45,6,-0.050359712,0.904109589,-28.84,-31.00145289,-0.491289199,0.341121495,-247.56,-66.00902573,491924.54,7,Upper Mississippi Region
279,1277,10854,NWIS_423556000000000,5/20/2020,42.5989044,-88.6139907,Chl,9.33,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",1363,1308,1233,1351,1422,1502,6,0.045665635,1.095701541,216.28,-1421.999929,-0.029515939,0.94266055,-44.04,-1351.000047,491924.54,7,Upper Mississippi Region
280,1279,10857,NWIS_423556000000000,7/22/2020,42.5989044,-88.6139907,Chl,7.37,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",365,342,255,248,221,223,6,-0.013916501,0.97254902,-24.68,-221.0001107,-0.145728643,0.745614035,-154.68,-248.0009976,491924.54,7,Upper Mississippi Region
281,1281,10859,NWIS_423556000000000,8/11/2020,42.5989044,-88.6139907,Chl,5.12,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",157,211,84,56,36,50,6,-0.2,0.666666667,-52.96,-36.00595238,-0.430508475,0.398104265,-238.6,-56.00716543,491924.54,7,Upper Mississippi Region
282,1300,10917,NWIS_423659000000000,7/22/2020,42.61640427,-88.595657,Chl,14.2,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",623,673,510,515,434,442,6,0.004878049,1.009803922,-34.52,-433.999981,-0.137785292,0.757800892,-276.76,-515.0004749,491924.54,7,Upper Mississippi Region
283,1302,10919,NWIS_423659000000000,8/11/2020,42.61640427,-88.595657,Chl,7.83,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",179,232,87,75,46,62,6,-0.074074074,0.862068966,-33.32,-46.00183908,-0.454545455,0.375,-258.04,-75.00718391,491924.54,7,Upper Mississippi Region
284,1312,11056,NWIS_424905000000000,7/29/2020,42.8180699,-88.3445386,Chl,9.5,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",291,430,220,198,32,51,6,-0.052631579,0.9,-119.76,-32.00050505,-0.323076923,0.511627907,-377.04,-198.0022199,491924.54,7,Upper Mississippi Region
285,1313,11058,NWIS_424905000000000,10/7/2020,42.8180699,-88.3445386,Chl,5.46,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",251,401,210,182,55,62,6,-0.071428571,0.866666667,-108.6,-55.0007326,-0.312602291,0.523690773,-348.68,-182.0022681,491924.54,7,Upper Mississippi Region
286,1314,11069,NWIS_424915000000000,6/25/2019,42.82084949,-88.1442549,Chl,13,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",155,137,121,130,143,251,6,0.035856574,1.074380165,20.44,-142.9994278,-0.062015504,0.883211679,-21.04,-130.0009652,491924.54,7,Upper Mississippi Region
287,1317,11071,NWIS_424915000000000,7/30/2019,42.82084949,-88.1442549,Chl,8.01,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",321,288,190,174,131,121,6,-0.043956044,0.915789474,-46.68,-131.000484,-0.205020921,0.659722222,-180.08,-174.0017909,491924.54,7,Upper Mississippi Region
288,1319,11080,NWIS_424915000000000,10/7/2020,42.82084949,-88.1442549,Chl,5.27,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",176,182,150,160,103,120,6,0.032258065,1.066666667,-14.44,-102.9995833,-0.096385542,0.824175824,-47.84,-160.0011722,491924.54,7,Upper Mississippi Region
289,1335,11122,NWIS_425027000000000,6/17/2020,42.84080556,-76.9455833,Chl,5.533333333,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",158,184,62,52,47,66,6,-0.087719298,0.838709677,-17.8,-47.00310174,-0.495934959,0.336956522,-217.04,-52.01069425,842545.26,4,Great Lakes Region
290,1378,11752,NWIS_430551000000000,8/29/2019,43.09750715,-88.4598204,Chl,5.35,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",172,218,113,111,106,115,6,-0.008928571,0.982300885,-5.64,-106.0001595,-0.317220544,0.518348624,-182.04,-111.0042624,491924.54,7,Upper Mississippi Region
291,1393,11805,NWIS_430723000000000,5/20/2020,43.12306235,-88.4225974,Chl,7.68,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",255,239,164,160,125,120,6,-0.012345679,0.975609756,-24.28,-125.0001524,-0.186104218,0.686192469,-131.88,-160.0019135,491924.54,7,Upper Mississippi Region
292,1395,12135,NWIS_431745000000000,4/12/2019,43.29594444,-118.7729444,Chl,115,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",918,1021,1208,1391,1417,1521,6,0.070411697,1.151490066,291.68,-1416.999891,0.083894123,1.183153771,453.4,-1390.999848,836517,17,Pacific Northwest Region
293,1398,12147,NWIS_431745000000000,6/4/2019,43.29594444,-118.7729444,Chl,18,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",403,515,587,652,368,392,6,0.052461663,1.110732538,-48.88,-367.9998302,0.065335753,1.139805825,170.64,-651.9997618,836517,17,Pacific Northwest Region
294,1403,12159,NWIS_431745000000000,7/29/2019,43.29594444,-118.7729444,Chl,39.8,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",703,827,896,1046,914,944,6,0.077239959,1.167410714,159.36,-913.99984,0.040046431,1.083434099,226.68,-1045.999907,836517,17,Pacific Northwest Region
295,1406,12168,NWIS_431745000000000,5/19/2020,43.29594444,-118.7729444,Chl,60.5,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",960,1080,1252,1415,1423,1481,6,0.06111736,1.130191693,251.92,-1422.999908,0.073756432,1.159259259,413.2,-1414.999873,836517,17,Pacific Northwest Region
296,1414,12177,NWIS_431745000000000,6/30/2020,43.29594444,-118.7729444,Chl,55,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",753,889,1035,1196,1195,1251,6,0.072164948,1.155555556,244.2,-1194.99987,0.075883576,1.164229471,367.04,-1195.999841,836517,17,Pacific Northwest Region
297,1416,12180,NWIS_431745000000000,7/13/2020,43.29594444,-118.7729444,Chl,23.9,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",518,670,806,952,834,911,6,0.083048919,1.181141439,160.56,-833.9998097,0.092140921,1.202985075,339.04,-951.9997482,836517,17,Pacific Northwest Region
298,1420,12188,NWIS_431745000000000,8/17/2020,43.29594444,-118.7729444,Chl,44.2,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",588,739,811,965,820,879,6,0.086711712,1.189889026,158.68,-819.9998032,0.046451613,1.097428958,234.72,-964.9998799,836517,17,Pacific Northwest Region
299,1460,12858,NWIS_434928000000000,7/25/2019,43.82444444,-88.95,Chl,15.3,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",413,510,254,302,312,354,6,0.086330935,1.188976378,78.16,-311.9993743,-0.335078534,0.498039216,-405.76,-302.0019762,842545.26,4,Great Lakes Region
300,1462,12862,NWIS_434928000000000,8/19/2019,43.82444444,-88.95,Chl,5.49,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",198,256,109,109,152,172,6,0,1,22.36,-152,-0.402739726,0.42578125,-252.84,-109.0052681,842545.26,4,Great Lakes Region
301,1463,12870,NWIS_434928000000000,8/6/2020,43.82444444,-88.95,Chl,6.18,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",330,410,171,171,175,184,6,0,1,2.08,-175,-0.411359725,0.417073171,-411.08,-171.0034089,842545.26,4,Great Lakes Region
302,1465,12872,NWIS_434928000000000,8/13/2020,43.82444444,-88.95,Chl,5.42,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",367,522,222,224,194,215,6,0.004484305,1.009009009,-12.56,-193.9999598,-0.403225806,0.425287356,-514.56,-224.0025888,842545.26,4,Great Lakes Region
303,1467,12874,NWIS_434928000000000,9/17/2020,43.82444444,-88.95,Chl,5.04,ug/l,"Chlorophyll a, water, trichromatic method, uncorrected, micrograms per liter",771,625,373,365,353,376,6,-0.010840108,0.978552279,-18.4,-353.0000588,-0.25250501,0.5968,-439.2,-365.001081,842545.26,4,Great Lakes Region
304,1476,13110,NWIS_5056665,8/3/2020,47.8686089,-98.3578795,Chl,61.9,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",191,303,126,162,93,77,6,0.125,1.285714286,18.84,-92.99823633,-0.412587413,0.415841584,-278.52,-162.0046362,259212.86,9,Souris-Red-Rainy Region
305,1479,13118,NWIS_5056670,7/15/2019,47.9133318,-98.3909361,Chl,5.7,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",314,478,284,346,206,175,6,0.098412698,1.218309859,21.44,-205.999369,-0.254593176,0.594142259,-289.04,-346.0014291,259212.86,9,Souris-Red-Rainy Region
306,1480,13121,NWIS_5056670,8/3/2020,47.9133318,-98.3909361,Chl,121,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",176,216,96,134,57,61,6,0.165217391,1.395833333,17.72,-56.99704602,-0.384615385,0.444444444,-179.04,-134.005787,259212.86,9,Souris-Red-Rainy Region
307,1484,13133,NWIS_5115500,10/15/2020,48.45807237,-101.5837731,Chl,12.2,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",361,426,290,274,154,154,6,-0.028368794,0.944827586,-86.72,-154.0002014,-0.189944134,0.680751174,-245.44,-274.0011009,259212.86,9,Souris-Red-Rainy Region
308,1486,13144,NWIS_5123990,7/27/2020,48.97779687,-100.9629333,Chl,23.3,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",230,283,291,354,208,222,6,0.097674419,1.216494845,19.84,-207.9993884,0.013937282,1.028268551,59.12,-353.9999029,259212.86,9,Souris-Red-Rainy Region
309,1490,14712,NWIS_6934500,7/23/2019,38.70980556,-91.4385,Chl,11.9,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",574,757,905,986,719,767,6,0.042834479,1.089502762,-15.72,-718.9999092,0.089049338,1.195508587,312.88,-985.999784,1349418.5,10,Missouri Region
310,1491,14713,NWIS_6934500,10/1/2019,38.70980556,-91.4385,Chl,8.4,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",499,753,971,1131,948,1043,6,0.076117983,1.164778579,148.04,-947.9998543,0.126450116,1.289508632,490.16,-1130.999702,1349418.5,10,Missouri Region
311,1493,15112,NWIS_7257696,9/8/2021,35.3745,-93.1890833,Chl,5.8,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",563,637,532,543,477,502,6,0.010232558,1.020676692,-17.6,-476.9999619,-0.089820359,0.835164835,-172.68,-543.0003098,642212.68,11,Arkansas-White-Red Region
312,1506,15311,NWIS_7380251,11/19/2019,29.42272045,-89.9506268,Chl,9.8,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",186,250,164,122,1,27,6,-0.146853147,0.743902439,-126.76,-1.00209916,-0.207729469,0.656,-178.16,-122.0020976,276037.73,8,Lower Mississippi Region
313,1508,15323,NWIS_73802512,7/17/2019,29.39855505,-90.0411844,Chl,22.8,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",324,427,379,438,257,248,6,0.072215422,1.155672823,-4.44,-256.9996446,-0.05955335,0.887587822,-40.08,-438.0002966,276037.73,8,Lower Mississippi Region
314,1509,15324,NWIS_73802512,11/19/2019,29.39855505,-90.0411844,Chl,8.6,ug/l,"Chlorophyll a, phytoplankton, chromatographic-fluorometric method, micrograms per liter",212,283,239,188,60,69,6,-0.119437939,0.786610879,-144.08,-60.00113505,-0.084291188,0.844522968,-112.4,-188.0006505,276037.73,8,Lower Mississippi Region
